mgi_symbol,hgnc_symbol
Pramef25,PRAMEF4
Pramef25,PRAMEF27
Pramef25,PRAMEF25
Pramef25,PRAMEF26
Pramef25,PRAMEF9
Pramef25,PRAMEF13
Pramef25,PRAMEF18
Pramef25,PRAMEF5
Pramef25,PRAMEF14
Pramef25,PRAMEF15
Pramef25,PRAMEF8
Pramef25,PRAMEF33
Pramef25,PRAMEF19
Pramef25,PRAMEF17
Pramef25,PRAMEF20
Kdm1a,KDM1A
Eogt,EOGT
Ptpn22,PTPN22
Aadacl3,AADACL3
Gtse1,GTSE1
Ash1l,ASH1L
Gm22384,RNU6-257P
Frk,FRK
n-R5s105,RNA5S7
n-R5s79,RNA5SP96
n-R5s79,RNA5SP41
Gm23434,RNU6-284P
Gm23434,RNU6-474P
Gm23434,RNU6-1270P
Cfap57,CFAP57
Fam109a,PHETA1
Slc35f4,SLC35F4
Pogz,POGZ
Arih1,ARIH1
Gm22079,RNU6-1192P
Gm22079,RNU6-489P
Gm22079,RNU6-306P
Cnpy1,CNPY1
Gm24251,RNU1-68P
Gm24251,RNU1-49P
Gm24251,RNU1-143P
Gm24251,RNU1-6P
Gm24251,RNU1-5P
Gm22748,SNORA80B
Tulp4,TULP4
Adamts7,ADAMTS7
Rasa3,RASA3
Emp3,EMP3
Gm22302,RNU6-843P
Ttll7,TTLL7
Gm25493,RNU6-604P
Kmt5b,KMT5B
Rcvrn,RCVRN
Patj,PATJ
Ric8b,RIC8B
Gm24919,RNU6-528P
Mpl,MPL
Frg2f1,FRG2
Sp7,SP7
Fgf2,FGF2
Ctif,CTIF
Ttc38,TTC38
Mesp2,MESP2
Cd36,CD36
Col4a2,COL4A2
Gpr65,GPR65
Gm24622,RNU1-150P
Sfn,SFN
Gpr171,GPR171
Gm22498,SNORD86
Dynlrb2,DYNLRB2
Fam46b,TENT5B
Fgb,FGB
C1ql2,C1QL2
Ctbs,CTBS
Gm27362,RNA5SP158
Gm27783,RNA5SP357
Gm27783,RNA5SP522
Gm27783,RNA5SP358
Gm27783,RNA5SP521
Gm27783,RNA5SP488
Gm22637,RN7SKP67
Gm24893,RN7SKP243
Gm24893,RN7SKP286
Gm24893,RN7SKP257
Gm24893,RN7SKP97
Gm24893,RN7SKP134
Glmn,GLMN
Trdj2,TRDJ3
Gm24099,RNU6-698P
Trdv1,TRAV34
Gm25675,RNA5SP403
Gm26022,RNU6-138P
S100a5,S100A5
Gm25644,RNU6-145P
Ptpn21,PTPN21
Tmco2,TMCO2
Cops3,COPS3
Kcnc4,KCNC4
Itsn1,ITSN1
Snord14d,SNORD14D
Actr8,ACTR8
Gm22320,RN7SKP209
Gm22817,RPPH1-3P
Tespa1,TESPA1
Tnfrsf11b,TNFRSF11B
S100a4,S100A4
Gm25541,RNU6ATAC4P
E2f2,E2F2
Pramef8,PRAMEF12
Pramef8,PRAMEF1
Pramef8,PRAMEF11
Pramef8,PRAMEF2
Pramef8,PRAMEF6
Pramef8,PRAMEF7
Pramef8,PRAMEF10
Pramef8,PRAMEF4
Pramef8,PRAMEF27
Pramef8,PRAMEF25
Pramef8,PRAMEF26
Pramef8,PRAMEF9
Pramef8,PRAMEF13
Pramef8,PRAMEF18
Pramef8,PRAMEF5
Pramef8,PRAMEF14
Pramef8,PRAMEF15
Pramef8,PRAMEF8
Pramef8,PRAMEF33
Pramef8,PRAMEF19
Pramef8,PRAMEF17
Pramef8,PRAMEF20
Gal3st2,GAL3ST2
Gbe1,GBE1
Sfrp2,SFRP2
Gm23821,RNA5SP277
Trim42,TRIM42
Dcst1,DCST1
Fam90a1a,FAM90A1
Fam90a1a,FAM90A26
Dffa,DFFA
Trav8n-2,TRAV17
Rmrp,RMRP
n-R5s9,RNA5SP53
n-R5s9,RNA5SP483
n-R5s9,RNA5SP220
Prdm8,PRDM8
Wars2,WARS2
Cyp4a14,CYP4A11
Cyp4a14,CYP4A22
Ccndbp1,CCNDBP1
Procr,PROCR
Yeats2,YEATS2
Grhpr,GRHPR
Usp1,USP1
Gm49358,NT5DC3
Orai2,ORAI2
Gm23314,RNU6-906P
Gm23314,RNU6-757P
Gm23314,RNU6-205P
Frg1,FRG1
Gm22519,SNORA81
Gm20390,NME2
Gpr155,GPR155
n-R5s133,RNA5S13
Slco5a1,SLCO5A1
Fam198a,FAM198A
Hsd17b1,HSD17B1
Gm25820,SCARNA4
Pop5,POP5
Coch,COCH
Gm43302,GBP6
Magoh,MAGOH
Glt8d2,GLT8D2
Gm23202,SNORA27
Mirt2,RN7SKP122
4932438A13Rik,KIAA1109
Ace,ACE
Gm23727,RNU1-64P
Gm13697,CWC22
Sqstm1,SQSTM1
Gm24812,RN7SL251P
Gfi1,GFI1
Gm23248,RNU6-929P
Selenbp2,SELENBP1
Pou1f1,POU1F1
Ube4b,UBE4B
Gm24340,RNU6-760P
Phgdh,PHGDH
Snord42a,SNORD42A
Snord123,SNORD123
Eef1akmt4,EEF1AKMT4
n-R5s12,RNA5SP127
Ankub1,ANKUB1
BC053393,HAVCR1
Wnt16,WNT16
Pik3cd,PIK3CD
Chil6,CHIA
Kremen2,KREMEN2
Tarbp2,TARBP2
Washc5,WASHC5
Bpgm,BPGM
Ube2z,UBE2Z
Gm24402,RNU2-44P
Fat4,FAT4
Gm23201,SNORD12B
Trav6-3,TRAV9-2
Gm22804,SNORA2B
Gm27959,RNA5SP153
Gm27959,RNA5SP253
Gm27959,RNA5SP254
Gm27959,RNA5SP342
Snora43,SNORA17B
Gm23898,RNU6-744P
Gm24773,RNU6-1306P
Gm23735,RNU1-142P
Gm23735,RNU1-55P
Alx1,ALX1
Clrn3,CLRN3
Cpsf6,CPSF6
Trav12-1,TRAV18
Gm25215,SNORA29
Gm23656,RNU6-646P
Trav14-1,TRAV23DV6
Rps6ka1,RPS6KA1
Tmem255b,TMEM255B
Spata16,SPATA16
Gm25433,RN7SKP24
Gm25433,RN7SKP288
Sh3rf1,SH3RF1
n-R5s202,RNA5SP105
Klhl23,KLHL23
Mgmt,MGMT
Psmd14,PSMD14
Gm24749,RN7SKP289
Fsd2,FSD2
Nudt4,NUDT4
Gm23166,RNU6-243P
Gm25804,SNORA73B
Gm25804,SNORA73A
Trav13n-2,TRAV22
Gm22129,RNU6-968P
Gm25839,RNU6-969P
Gm25839,RNU6-1339P
Gm25839,RNU6-457P
Trav18,TRAV27
Grasp,GRASP
Unc13c,UNC13C
Snord17,SNORD17
Slc52a2,SLC52A2
Gm24939,RNA5SP447
Pebp4,PEBP4
Scaper,SCAPER
Igfbpl1,IGFBPL1
Kitl,KITLG
Rdh8,RDH8
Ctsk,CTSK
Zfp867,ZNF441
Zfp867,ZNF491
Zfp867,ZNF440
Zfp867,ZNF439
Zfp867,ZNF700
Zfp867,ZNF763
Zfp867,ZNF433
Oog4,PRAMEF12
Oog4,PRAMEF1
Oog4,PRAMEF11
Oog4,PRAMEF2
Oog4,PRAMEF6
Oog4,PRAMEF7
Oog4,PRAMEF10
Oog4,PRAMEF4
Oog4,PRAMEF27
Oog4,PRAMEF25
Oog4,PRAMEF26
Oog4,PRAMEF9
Oog4,PRAMEF13
Oog4,PRAMEF18
Oog4,PRAMEF5
Oog4,PRAMEF14
Oog4,PRAMEF15
Oog4,PRAMEF8
Oog4,PRAMEF33
Oog4,PRAMEF19
Oog4,PRAMEF17
Oog4,PRAMEF20
Tmem121,TMEM121
Gm26023,RN7SKP282
Tmem212,TMEM212
Nsun4,NSUN4
Eea1,EEA1
Cpb1,CPB1
Ybx2,YBX2
Mllt11,MLLT11
Vps29,VPS29
Smc4,SMC4
Gm23819,RNU6-187P
Tigd2,TIGD2
Fbxl18,FBXL18
Pdia5,PDIA5
Rbm15,RBM15
Zfp651,ZBTB47
Papolg,PAPOLG
Foxl2,FOXL2
Snord37,SNORD37
n-R5s65,RNA5SP129
Trav12-2,TRAV18
Gm23337,RNU6-1159P
Gm23337,RNU6-115P
Ikzf4,IKZF4
Elavl4,ELAVL4
BC048403,C12orf66
Olfr808,OR6C65
Plscr5,PLSCR5
Dnaja4,DNAJA4
Dynlt1f,DYNLT1
Sycp1,SYCP1
Gm23974,SNORA55
Pigb,PIGB
Fgd1,FGD1
Fignl2,FIGNL2
Zfp639,ZNF639
Gm22192,SNORD62A
Socs5,SOCS5
Tmem37,TMEM37
Map9,MAP9
Gm26001,RNU6-1151P
Gm26001,RNU6-1113P
Gm26001,RNU6-851P
Gprin3,GPRIN3
Sass6,SASS6
Tcl1b2,TCL1B
Muc20,MUC20
Cfap54,CFAP54
Dnajc28,DNAJC28
Mylk,MYLK
Gm26079,SNORA49
Arfip1,ARFIP1
Fam183b,FAM183A
Anxa3,ANXA3
Gm22980,SNORD38B
Dxo,DXO
Hsd3b3,HSD3B2
Hsd3b3,HSD3B1
Mmp3,MMP3
Got2,GOT2
Qpctl,QPCTL
Nos1,NOS1
Nsmce2,NSMCE2
Fam109b,PHETA2
Hhatl,HHATL
Zyg11b,ZYG11B
Ticrr,TICRR
Gm24391,RNU6-1039P
Ube2n,UBE2N
Hmx1,HMX1
Ift122,IFT122
Ncor2,NCOR2
Gm128,C1orf56
Nhlh2,NHLH2
Ankle2,ANKLE2
Mtf2,MTF2
Trit1,TRIT1
Snord49a,SNORD49A
Hmbs,HMBS
N6amt1,N6AMT1
Zdhhc18,ZDHHC18
Gm25328,RNU6-1031P
Actr10,ACTR10
Gm22019,RNU6-563P
Taok3,TAOK3
Oxct2a,OXCT2
Gm25514,RNU1-65P
B3gnt7,B3GNT7
Scarf2,SCARF2
Cstf3,CSTF3
Acr,ACR
Gm24357,SNORD6
Thpo,THPO
Snord100,SNORD100
Scarna2,SCARNA2
Trib1,TRIB1
Egr3,EGR3
Il21,IL21
Snx7,SNX7
Snord1b,SNORD1C
Gclm,GCLM
Camk2d,CAMK2D
Gm26066,RNU6-799P
Suds3,SUDS3
Miga1,MIGA1
Atp2b1,ATP2B1
Pak4,PAK4
Myod1,MYOD1
Them4,THEM4
Plxnb2,PLXNB2
Gm23218,RN7SKP222
Uba3,UBA3
Gm24892,RNU6-1168P
Gm23786,SNORA50D
Gm25989,SNORA84
Pgd,PGD
Taf12,TAF12
Rnf133,RNF133
Cpt2,CPT2
Appl2,APPL2
Dennd2c,DENND2C
Ntn4,NTN4
Hcrtr1,HCRTR1
Usp44,USP44
Mycl,MYCL
Ap2m1,AP2M1
Mkks,MKKS
Rnu7,RNU7-53P
Zc3hc1,ZC3HC1
Hnrnpr,HNRNPR
Gm25744,SNORD48
Gm23301,SNORD58A
Atp10d,ATP10D
Gm26420,RNU6-561P
Slc19a1,SLC19A1
Smg5,SMG5
Peak1,PEAK1
1700028K03Rik,C1orf146
Gal3st2b,GAL3ST2
Gm22053,RNU105C
Dnase2b,DNASE2B
Mccc1,MCCC1
Cdcp2,CDCP2
Gm23642,RN7SKP99
Cst10,CST4
Cst10,CST1
Gm25622,RNU6-711P
Gm26105,RNU2-47P
BC048507,DYNLL1
Trim2,TRIM2
Gm24960,RNU6-496P
Gm24960,RNU6-557P
Gm24960,RNU6-632P
Lrrc42,LRRC42
Xrn1,XRN1
Snora78,SNORA78
Olfr788,OR6C3
n-R5s197,RNA5SP175
n-R5s197,RNA5SP518
Gas6,GAS6
Gm24405,RNVU1-7
Gm26402,RNU6-724P
Gm24928,RNU6-1125P
Slc2a4,SLC2A4
Snord111,SNORD111
Selenbp1,SELENBP1
Gm25985,RNU6-325P
Epyc,EPYC
Gmps,GMPS
Gm25082,RN7SKP70
Gm26247,SNORD88C
Snord69,SNORD69
Wwox,WWOX
Gm22940,RNU1-52P
Dnajc8,DNAJC8
Rnf10,RNF10
Gm24718,SCARNA3
Ap4s1,AP4S1
Gm24661,RNU6-841P
Cyp4a31,CYP4A11
Cyp4a31,CYP4A22
Tbx15,TBX15
Tnfaip2,TNFAIP2
Gm25538,RNU6-546P
Gm25538,RNU6-633P
Rnu1b1,RNVU1-7
Fam84b,FAM84B
Cyp2j11,CYP2J2
Cela3a,CELA3B
Cela3a,CELA3A
Rfc5,RFC5
Tgfbr3,TGFBR3
Cadps2,CADPS2
Crip1,CRIP1
Slc11a2,SLC11A2
Mrpl47,MRPL47
Spsb4,SPSB4
Htr2b,HTR2B
Rnu1b6,RNVU1-7
Gbp11,GBP6
Vars2,VARS2
Cwc22,CWC22
Rorc,RORC
Lce3f,LCE3B
Tubd1,TUBD1
Acan,ACAN
Tinagl1,TINAGL1
Gm23130,SNORD101
Gm9573,MUC21
Usp33,USP33
Efcab7,EFCAB7
Gm22306,RNU6-36P
Naaladl2,NAALADL2
Rimkla,RIMKLA
n-R5s5,RNA5SP270
Cggbp1,CGGBP1
Mir3096,SNORD93
Ptgfrn,PTGFRN
Stra8,STRA8
Csf3,CSF3
Snord96a,SNORD96A
Rps26,RPS26
S1pr2,S1PR2
Gm23297,SNORA54
Gm22282,RN7SKP24
Gm22282,RN7SKP288
Azi2,AZI2
Gm25506,SNORD41
Gm25966,RNA5SP108
Adam29,ADAM29
n-R5s23,RNA5SP115
Gm24241,SNORA79
Ccpg1os,C15orf65
Gm24971,RNA5SP84
Snca,SNCA
n-R5s24,RNA5SP80
Pik3r5,PIK3R5
Myl2,MYL2
Gm22818,RNU6-518P
Gm22818,RNU6-54P
Gm22818,RNU6-373P
Gm26224,SNORD74B
Ivl,IVL
Gabra5,GABRA5
Vat1l,VAT1L
Gm26107,RNU6-34P
Snora21,SNORA21
Mbl2,MBL2
Psma3,PSMA3
Zic4,ZIC4
Lin52,LIN52
Olfr815,OR6C70
Gm23512,RNU6-5P
Gm24148,SNORD20
Btg1-ps2,BTG1
Ppm1l,PPM1L
Spata5,SPATA5
C87414,PRAMEF12
C87414,PRAMEF1
C87414,PRAMEF11
C87414,PRAMEF2
C87414,PRAMEF6
C87414,PRAMEF7
C87414,PRAMEF10
C87414,PRAMEF4
C87414,PRAMEF27
C87414,PRAMEF25
C87414,PRAMEF26
C87414,PRAMEF9
C87414,PRAMEF13
C87414,PRAMEF18
C87414,PRAMEF5
C87414,PRAMEF14
C87414,PRAMEF15
C87414,PRAMEF8
C87414,PRAMEF33
C87414,PRAMEF19
C87414,PRAMEF17
C87414,PRAMEF20
Eif4g1,EIF4G1
Gm22946,RNU2-10P
Flnb,FLNB
Pfn2,PFN2
C1qa,C1QA
Glyr1,GLYR1
Cdc7,CDC7
Gm24119,SNORA53
Bicd1,BICD1
Clmn,CLMN
Gm25627,RNU1-117P
Gm24860,RN7SKP266
Ccdc163,CCDC163
Mki67,MKI67
Spint2,SPINT2
Ephx4,EPHX4
Sap30,SAP30
Gm22105,RNU6ATAC37P
Snord32a,SNORD32A
n-R5s50,RNA5SP308
Tsr2,TSR2
Trav13-4-dv7,TRAV22
Ubn2,UBN2
Arid1a,ARID1A
Chrna7,CHRNA7
Methig1,METTL7A
Gm22553,RN7SKP244
Olfr796,OR10P1
Washc3,WASHC3
Gm23503,RNU6-1119P
Rpf1,RPF1
Ptma,PTMA
Gm23547,SCARNA12
Cstb,CSTB
Dync1li1,DYNC1LI1
Gm24754,RNU6-59P
Adgre1,ADGRE1
Aga,AGA
Lrrc8b,LRRC8B
Snord35b,SNORD35B
Nme2,NME2
Gm25296,SNORD95
Gm24073,RNU6-699P
Gm24073,RNU6-967P
Gm24073,RNU6-1098P
Tcof1,TCOF1
Lmna,LMNA
Hykk,HYKK
Gm23706,SNORD86
Ecm1,ECM1
Sema6c,SEMA6C
Coa7,COA7
Snord87,SNORD87
Atp2a2,ATP2A2
Gdpgp1,GDPGP1
n-R5s170,RNA5SP229
n-R5s170,RNA5SP482
Ddx51,DDX51
Gm25660,RNA5SP509
Gm25660,RNA5SP347
Fam186a,FAM186A
Gm25421,RNU1-33P
Tnfaip8l2,TNFAIP8L2
Gm25797,RNU6-644P
Gm25797,RNU6-1187P
Anp32e,ANP32E
Gm24854,RNU6-231P
n-R5s164,RNA5SP219
n-R5s164,RNA5SP104
Exoc5,EXOC5
Esr1,ESR1
Gm22977,RNU6-85P
Snord92,SNORD92
Hoxa4,HOXA4
Lelp1,LELP1
Gm22442,SCARNA21
Wbp2nl,WBP2NL
Rusc1,RUSC1
Eif5,EIF5
Gm24830,RNVU1-7
Snora24,SNORA24
Flg2,FLG2
Gm25488,RNA5SP363
Rab25,RAB25
Tcf20,TCF20
Cln6,CLN6
Snord104,SNORD104
Gm13103,PRAMEF12
Gm13103,PRAMEF1
Gm13103,PRAMEF11
Gm13103,PRAMEF2
Gm13103,PRAMEF6
Gm13103,PRAMEF7
Gm13103,PRAMEF10
Gm13103,PRAMEF4
Gm13103,PRAMEF27
Gm13103,PRAMEF25
Gm13103,PRAMEF26
Gm13103,PRAMEF9
Gm13103,PRAMEF13
Gm13103,PRAMEF18
Gm13103,PRAMEF5
Gm13103,PRAMEF14
Gm13103,PRAMEF15
Gm13103,PRAMEF8
Gm13103,PRAMEF33
Gm13103,PRAMEF19
Gm13103,PRAMEF17
Gm13103,PRAMEF20
Gm23331,RNU6-909P
Gm25023,RNU6-27P
Gm23207,RNU6-602P
Gm24913,RNU6-83P
Esyt3,ESYT3
Ppara,PPARA
n-R5s209,RNA5SP455
Tead4,TEAD4
Gm22935,RNU6-277P
Jph3,JPH3
Gm25115,RNU1-101P
Zfp592,ZNF592
Adam15,ADAM15
Tctn1,TCTN1
Elovl1,ELOVL1
n-R5s7,RNA5SP98
n-R5s7,RNA5SP31
Mlec,MLEC
Gm23678,RNU6-1263P
Gm23678,RNU6-339P
Osgep,OSGEP
Tdo2,TDO2
Cc2d1b,CC2D1B
Hhat,HHAT
Pus1,PUS1
Zfp42,ZFP42
Gm23476,RN7SKP105
Gm23476,RN7SKP234
Gm23476,RN7SKP258
Ighm,IGHM
Serinc2,SERINC2
Gm24190,RN7SKP31
Nfxl1,NFXL1
Havcr1,HAVCR1
Rbp1,RBP1
Gm25788,SNORA55
n-R5s166,RNA5SP55
Snora28,SNORA28
Trip10,TRIP10
Slc25a10,SLC25A10
Snord88a,SNORD88A
Rnft2,RNFT2
Lrtm1,LRTM1
Gm26381,RNA5SP269
Ckap4,CKAP4
Gm25518,RNU6-767P
Polr1e,POLR1E
Trav6d-4,TRAV9-2
Washc4,WASHC4
Prr14l,PRR14L
Gm23318,RNU6-258P
Xpnpep3,XPNPEP3
Inf2,INF2
Nfam1,NFAM1
Tex46,TEX46
Gm13691,CWC22
Gm28308,HOXA2
En1,EN1
Ptprn2,PTPRN2
Mgat4c,MGAT4C
Gm25425,RNU6-853P
Apaf1,APAF1
Fam151a,FAM151A
Gm24526,RNU1-52P
Gm24010,RN7SKP194
Trav7n-4,TRAV12-3
Gm24149,RNU6-80P
Rnu3a,SNORD3D
Hdgfl3,HDGFL3
Fmc1,FMC1
Dhdds,DHDDS
Gm22325,RN7SKP39
Gm22562,RNA5SP113
Gm22562,RNA5SP507
Gm24871,RNU5E-1
Gm24871,RNU5E-4P
Maged2,MAGED2
Gm7982,PRAMEF12
Gm7982,PRAMEF1
Gm7982,PRAMEF11
Gm7982,PRAMEF2
Gm7982,PRAMEF6
Gm7982,PRAMEF7
Gm7982,PRAMEF10
Gm7982,PRAMEF4
Gm7982,PRAMEF27
Gm7982,PRAMEF25
Gm7982,PRAMEF26
Gm7982,PRAMEF9
Gm7982,PRAMEF13
Gm7982,PRAMEF18
Gm7982,PRAMEF5
Gm7982,PRAMEF14
Gm7982,PRAMEF15
Gm7982,PRAMEF8
Gm7982,PRAMEF33
Gm7982,PRAMEF19
Gm7982,PRAMEF17
Gm7982,PRAMEF20
Gm22864,SNORA63
Gm23553,RN7SKP256
Cib1,CIB1
Gm22578,RNU6-1211P
Mcm2,MCM2
Tbr1,TBR1
Colec10,COLEC10
Hfm1,HFM1
Gm23567,RNU6-1191P
Gm17359,C4orf45
Vps45,VPS45
Gm23467,RNU1-86P
Gm23467,RNU1-40P
Gm23467,RNU1-128P
Gm23467,RNU1-107P
Gm23467,RNU1-97P
Gm23467,RNU1-48P
Gm23467,RNU1-41P
Gm23467,RNU1-95P
Snrpd2,SNRPD2
Bpifb6,BPIFB6
Wwp2,WWP2
Cd164,CD164
Bag5,BAG5
Cpm,CPM
Tbxas1,TBXAS1
Ahnak2,AHNAK2
Bdkrb1,BDKRB1
Slc37a3,SLC37A3
Gm25207,RNU6-83P
Snora33,SNORA33
Nlgn1,NLGN1
Gm23799,RNA5SP441
Cdca4,CDCA4
Abi3bp,ABI3BP
Gm16367,PRAMEF12
Gm16367,PRAMEF1
Gm16367,PRAMEF11
Gm16367,PRAMEF2
Gm16367,PRAMEF6
Gm16367,PRAMEF7
Gm16367,PRAMEF10
Gm16367,PRAMEF4
Gm16367,PRAMEF27
Gm16367,PRAMEF25
Gm16367,PRAMEF26
Gm16367,PRAMEF9
Gm16367,PRAMEF13
Gm16367,PRAMEF18
Gm16367,PRAMEF5
Gm16367,PRAMEF14
Gm16367,PRAMEF15
Gm16367,PRAMEF8
Gm16367,PRAMEF33
Gm16367,PRAMEF19
Gm16367,PRAMEF17
Gm16367,PRAMEF20
Ccdc71,CCDC71
Snx25,SNX25
Nccrp1,NCCRP1
Usp19,USP19
Gm10681,HSD3B2
Gm10681,HSD3B1
n-R5s86,RNA5SP203
n-R5s86,RNA5SP207
n-R5s86,RNA5SP218
n-R5s86,RNA5SP396
n-R5s86,RNA5SP278
n-R5s86,RNA5SP479
n-R5s86,RNA5SP65
Gucy1b1,GUCY1B1
Arhgap10,ARHGAP10
Atp5g2,ATP5MC2
Rbp2,RBP2
AF357425,SNORD113-6
Kera,KERA
Srgap2,SRGAP2C
Gm48551,DOHH
Zcchc14,ZCCHC14
Ctso,CTSO
Nmb,NMB
Gm24686,RNU6-1227P
Gm22259,RNU6-200P
Gm22259,RNU6-701P
Gm22259,RNU6-536P
Fam90a1b,FAM90A1
Fam90a1b,FAM90A26
Dym,DYM
Ncapd3,NCAPD3
Adgrg6,ADGRG6
Secisbp2,SECISBP2
Snora15,SNORA15
Snora15,SNORA15B-2
Snora15,SNORA15B-1
Gbp10,GBP6
Zp1,ZP1
Mindy1,MINDY1
Gm26439,RNU6-509P
Gm26439,RNU6-179P
Gm25790,RNU6-6P
Pvrig,PVRIG
Gp9,GP9
Olfr821,OR6C74
S100a1,S100A1
Gm22505,RNU6-36P
Hivep3,HIVEP3
Arxes1,SPCS3
Magi3,MAGI3
Antxr2,ANTXR2
Marf1,MARF1
Gm25628,RNU6-1189P
Dmwd,DMWD
Adgrl4,ADGRL4
Gm24527,RNU6-1281P
Cpz,CPZ
Rcor1,RCOR1
Ccdc60,CCDC60
Cdk17,CDK17
Gm22975,RNU6-858P
Gm22975,RNU6-893P
Gm22975,RNU6-672P
1700011H14Rik,CCDC198
Trav16,TRAV19
Tcp11l1,TCP11L1
Agbl3,AGBL3
Atf1,ATF1
n-R5s205,RNA5SP448
Inpp5e,INPP5E
Snord49b,SNORD49B
Ebna1bp2,EBNA1BP2
Btbd1,BTBD1
Hesx1,HESX1
Gbx2,GBX2
Trav12n-1,TRAV18
Snora52,SNORA52
Gm22962,SNORD113-6
Gm26047,SNORA50D
Nr3c2,NR3C2
Cst11,CST11
Gm25549,RNU6-1106P
Als2cr12,ALS2CR12
Amn1,AMN1
Wnt4,WNT4
Chmp7,CHMP7
Car14,CA14
n-R5s121,RNA5S10
Surf4,SURF4
n-R5s25,RNA5SP74
Foxe3,FOXE3
Gm23884,RN7SKP251
Arl4d,ARL4D
Fam69a,FAM69A
Gm22651,RNA5SP536
Gm22651,RNA5SP57
Gm22651,RNA5SP52
AA792892,PRAMEF12
AA792892,PRAMEF1
AA792892,PRAMEF11
AA792892,PRAMEF2
AA792892,PRAMEF6
AA792892,PRAMEF7
AA792892,PRAMEF10
AA792892,PRAMEF4
AA792892,PRAMEF27
AA792892,PRAMEF25
AA792892,PRAMEF26
AA792892,PRAMEF9
AA792892,PRAMEF13
AA792892,PRAMEF18
AA792892,PRAMEF5
AA792892,PRAMEF14
AA792892,PRAMEF15
AA792892,PRAMEF8
AA792892,PRAMEF33
AA792892,PRAMEF19
AA792892,PRAMEF17
AA792892,PRAMEF20
Npr1,NPR1
Gm25663,SCARNA18B
Akr1b7,AKR1B10
Akr1b7,AKR1B15
Gm25430,RN7SKP216
Gm25430,RN7SKP73
Ifnar2,IFNAR2
Gm3286,PRAMEF12
Gm3286,PRAMEF1
Gm3286,PRAMEF11
Gm3286,PRAMEF2
Gm3286,PRAMEF6
Gm3286,PRAMEF7
Gm3286,PRAMEF10
Gm3286,PRAMEF4
Gm3286,PRAMEF27
Gm3286,PRAMEF25
Gm3286,PRAMEF26
Gm3286,PRAMEF9
Gm3286,PRAMEF13
Gm3286,PRAMEF18
Gm3286,PRAMEF5
Gm3286,PRAMEF14
Gm3286,PRAMEF15
Gm3286,PRAMEF8
Gm3286,PRAMEF33
Gm3286,PRAMEF19
Gm3286,PRAMEF17
Gm3286,PRAMEF20
Myrfl,MYRFL
Gm23246,SNORD31B
Tmem201,TMEM201
Gm23463,RNU6-510P
Gm23463,RNU6-1061P
Gm25878,SNORD12C
Gm25464,RNU6-1086P
Aen,AEN
Cbr4,CBR4
Lekr1,LEKR1
Klkb1,KLKB1
Epha3,EPHA3
n-R5s217,RNA5SP397
n-R5s217,RNA5SP300
Tnfrsf10b,TNFRSF10B
Tnfrsf10b,TNFRSF10C
Tnfrsf10b,TNFRSF10D
Tnfrsf10b,TNFRSF10A
F3,F3
Ccdc38,CCDC38
BC029722,MMP24OS
Gm24608,SNORA58B
Gm25970,SNORD127
Rbfox2,RBFOX2
Prmt9,PRMT9
Nppc,NPPC
Toe1,TOE1
Gm23538,RNU6-738P
Otx2,OTX2
Snord15a,SNORD15A
Ss18l2,SS18L2
Fgl1,FGL1
Nup54,NUP54
Tmem62,TMEM62
Vwa5b2,VWA5B2
Clstn1,CLSTN1
Muc13,MUC13
Txnrd1,TXNRD1
Trav15n-2,TRDV1
Gm22943,RNU6-760P
Man1a2,MAN1A2
Ppil6,PPIL6
Gm24522,RNU6-367P
Gm24522,RNU6-126P
Gm24522,RNU6-947P
Gm13124,AADACL4
Fezf1,FEZF1
St3gal3,ST3GAL3
Agap1,AGAP1
Cap1,CAP1
Snord16a,SNORD16
Ing3,ING3
Hist2h2aa1,HIST2H2AA3
Hist2h2aa1,HIST2H2AA4
Rsph3a,RSPH3
Rbm46,RBM46
Etfdh,ETFDH
Gm23615,SNORD38C
Kcnmb2,KCNMB2
Gm23877,SNORA68
Gm438,AADACL4
Gm25913,SCARNA17
Tiparp,TIPARP
Zfyve9,ZFYVE9
Tmem269,TMEM269
Met,MET
Fnbp1l,FNBP1L
Smarcal1,SMARCAL1
4932443I19Rik,CFAP97D2
Ccdc110,CCDC110
Mkrn2,MKRN2
2810474O19Rik,KIAA1551
Ackr3,ACKR3
Pip5k1a,PIP5K1A
Gm22974,RNU6-367P
Gm22974,RNU6-126P
Gm22974,RNU6-947P
Heyl,HEYL
Nup107,NUP107
Zdhhc8,ZDHHC8
Syt10,SYT10
Arf4,ARF4
Ncl,NCL
Trav7d-4,TRAV12-3
n-R5s85,RNA5SP334
n-R5s85,RNA5SP333
Tomm70a,TOMM70
Eif3g,EIF3G
Gm24930,RN7SKP266
Raver2,RAVER2
Ppp1r14a,PPP1R14A
Atp6v0a1,ATP6V0A1
Gon4l,YY1AP1
Gon4l,GON4L
Pcbp3,PCBP3
Glp2r,GLP2R
Ephb1,EPHB1
Gm26264,RNU1-106P
Cst3,CST3
Gm12789,PRAMEF12
Gm12789,PRAMEF1
Gm12789,PRAMEF11
Gm12789,PRAMEF2
Gm12789,PRAMEF6
Gm12789,PRAMEF7
Gm12789,PRAMEF10
Gm12789,PRAMEF4
Gm12789,PRAMEF27
Gm12789,PRAMEF25
Gm12789,PRAMEF26
Gm12789,PRAMEF9
Gm12789,PRAMEF13
Gm12789,PRAMEF18
