mgi_symbol,hgnc_symbol
Impa1,IMPA1
Rnf40,RNF40
Csrp3,CSRP3
Brcc3,BRCC3
Rnf207,RNF207
Ints13,INTS13
Fam105a,OTULINL
Sephs1,SEPHS1
Calm4,CALML5
Mrpl41,MRPL41
Ubap1l,UBAP1L
Lancl3,LANCL3
Itgax,ITGAX
Odf3,ODF3
Gnao1,GNAO1
B4galnt3,B4GALNT3
Scgb1c1,SCGB1C1
Galr3,GALR3
Slc47a1,SLC47A1
Ccdc172,CCDC172
Cntnap3,CNTNAP3
Chmp1b,CHMP1B
Gm20517,MED20
Pou3f2,POU3F2
Hadha,HADHA
Rgcc,RGCC
Arhgap6,ARHGAP6
Pdcd7,PDCD7
Ttll10,TTLL10
Hrh3,HRH3
Slc51b,SLC51B
Gm42715,SRCAP
Pate2,PATE2
Rad51ap1,RAD51AP1
Lyrm2,LYRM2
Adgrb3,ADGRB3
Ugt3a2,UGT3A1
Atp2b3,ATP2B3
Jakmip3,JAKMIP3
Trim35,TRIM35
Gkap1,GKAP1
Il6,IL6
Sik2,SIK2
Msln,MSLN
Tk2,TK2
Grxcr2,GRXCR2
Tmem52b,TMEM52B
Zfp507,ZNF507
Haspin,HASPIN
Kcnq5,KCNQ5
Ankrd61,ANKRD61
Pdzd2,PDZD2
Cbarp,CBARP
Sypl,SYPL1
Loxl4,LOXL4
Fzd8,FZD8
Phactr2,PHACTR2
Gls,GLS
Col6a2,COL6A2
Nkrf,NKRF
Ripor3,RIPOR3
Adam17,ADAM17
Kcnf1,KCNF1
Rgs11,RGS11
Klhl18,KLHL18
Ssc4d,SSC4D
Cdyl,CDYL
Phyh,PHYH
Sav1,SAV1
Dppa5a,DPPA5
Oca2,OCA2
Erich1,ERICH1
Incenp,INCENP
Smlr1,SMLR1
Nt5c3,NT5C3A
Pigq,PIGQ
Camk1,CAMK1
Rbbp6,RBBP6
Kcnk5,KCNK5
Asb11,ASB11
Exoc3l,EXOC3L1
Strada,STRADA
Pou5f1,POU5F1
Iah1,IAH1
Olfr1416,OR6B2
Olfr1416,OR6B3
Trim72,TRIM72
Vbp1,VBP1
Kif9,KIF9
Rnf213,RNF213
Spx,SPX
Actrt2,ACTRT2
Eif3l,EIF3L
Slc3a2,SLC3A2
Tcf19,TCF19
Fam13b,FAM13B
Parp16,PARP16
Icam5,ICAM5
Tenm2,TENM2
Kcnip2,KCNIP2
Mslnl,MSLNL
Sgsm1,SGSM1
Nmrk2,NMRK2
Ankrd12,ANKRD12
Mfap2,MFAP2
BC027072,C2orf71
Eif5a,EIF5A
Ppp1r32,PPP1R32
Ddx25,DDX25
Gphn,GPHN
Ccl11,CCL11
Pomt1,POMT1
Ccar1,CCAR1
Nlrp1a,NLRP1
Krt24,KRT24
Gm9495,POTEB2
Exosc2,EXOSC2
Dscr3,VPS26C
Rrm2b,RRM2B
3830417A13Rik,MAGEA4
Thsd7b,THSD7B
Mrpl50,MRPL50
Gpr75,GPR75
Cox8a,COX8A
Hfe,HFE
Asrgl1,ASRGL1
Itgae,ITGAE
Sec14l5,SEC14L5
Casp1,CASP1
Sp5,SP5
Atg4a,ATG4A
Gps2,GPS2
Ccdc74a,CCDC74A
Camk4,CAMK4
Sh3bgr,SH3BGR
Notch4,NOTCH4
Cox11,COX11
Dcaf4,DCAF4L2
Dcaf4,DCAF4
Rpl22,RPL22
Pnlip,PNLIP
Bicc1,BICC1
Ncald,NCALD
Stk11,STK11
Commd3,COMMD3
Styx,STYX
Ikzf2,IKZF2
A930017K11Rik,PRR35
Gdpd2,GDPD2
Itgad,ITGAD
Nudt15,NUDT15
Gm5136,BRCC3
Rtf2,RTF2
Ogfod3,OGFOD3
Tmem200a,TMEM200A
Srgap3,SRGAP3
Kcnmb1,KCNMB1
Fam199x,FAM199X
Ogfod1,OGFOD1
Tom1l1,TOM1L1
Cnnm3,CNNM3
AU021092,C16orf89
Ccl1,CCL1
Cmbl,CMBL
Ppp6r1,PPP6R1
Tmem86b,TMEM86B
Abcb1b,ABCB1
Med14,MED14
Nr5a1,NR5A1
Fgfr1op2,FGFR1OP2
Dbp,DBP
Pex5,PEX5
Gpsm3,GPSM3
Cebpb,CEBPB
Rax,RAX
Cass4,CASS4
Hist1h4c,HIST1H4B
Spdye4b,SPDYE1
Cntln,CNTLN
Timm22,TIMM22
Srrm3,SRRM3
Znhit3,ZNHIT3
Mbd3l2,MBD3L5
Mbd3l2,MBD3L4
Mbd3l2,MBD3L2
Mbd3l2,MBD3L3
Hgsnat,HGSNAT
Arhgap33,ARHGAP33
Rell2,RELL2
Grin3b,GRIN3B
Olfr1414,OR6B2
Olfr1414,OR6B3
Rps16,RPS16
Prrg1,PRRG1
Htr2a,HTR2A
Ankrd23,ANKRD23
Rbm11,RBM11
Esd,ESD
Ost4,OST4
Dnajc1,DNAJC1
Apbb2,APBB2
Ywhag,YWHAG
Baat,BAAT
Nol6,NOL6
Pus3,PUS3
Hist1h1a,HIST1H1A
Tnfrsf4,TNFRSF4
Pate4,PATE4
Col4a3bp,COL4A3BP
Gm21119,POTEB2
Ccdc61,CCDC61
Sv2c,SV2C
Ccdc90b,CCDC90B
Tcea2,TCEA2
Hoxd12,HOXD12
Rnf219,RNF219
Sh3rf2,SH3RF2
Cap2,CAP2
Ccl8,CCL8
Tead3,TEAD3
Stc1,STC1
Herc2,HERC2
Mis18bp1,MIS18BP1
Kbtbd13,KBTBD13
Igfl3,IGFL3
Fate1,FATE1
Nrg3,NRG3
Foxa3,FOXA3
Tmem14c,TMEM14C
Prom1,PROM1
Nhlrc4,NHLRC4
Raver1,RAVER1
Hoxd13,HOXD13
Atp5s,ATP5S
Hormad2,HORMAD2
Polk,POLK
Ddhd2,DDHD2
Gm26965,ZNF720
Nkx3-1,NKX3-1
Rnf146,RNF146
Gcom1,MYZAP
Nptx2,NPTX2
Pth2r,PTH2R
Add2,ADD2
Ttl,TTL
Fam136a,FAM136A
Zglp1,ZGLP1
Atp7a,ATP7A
Kcne1,KCNE1B
Gcnt4,GCNT4
Gm14698,STYX
Krt27,KRT27
Fam209,FAM209A
Nr6a1,NR6A1
Mcam,MCAM
Zscan22,ZSCAN22
Scml2,SCML2
Cyp4f17,CYP4F11
Otulin,OTULIN
Tbc1d20,TBC1D20
Rcor2,RCOR2
Rwdd1,RWDD1
Gcg,GCG
Micall1,MICALL1
Speg,SPEG
Smim11,SMIM11B
Hypm,HYPM
Pqlc3,PQLC3
Eif3c,EIF3CL
Gm45261,CCDC195
Kcnip1,KCNIP1
Ucma,UCMA
Cpsf7,CPSF7
Pnliprp1,PNLIPRP1
Rbm17,RBM17
Itga2,ITGA2
Lims1,LIMS1
Msh6,MSH6
Abr,ABR
Nrap,NRAP
Slc25a32,SLC25A32
Mosmo,MOSMO
Otud6b,OTUD6B
1700012B09Rik,C11orf97
Fam69b,FAM69B
Hist1h2bc,HIST1H2BC
Nyap2,NYAP2
Magea5,MAGEA4
Notum,NOTUM
Cnn2,CNN2
Lmntd2,LMNTD2
Mtmr3,MTMR3
Mob3a,MOB3A
Pard6b,PARD6B
Esf1,ESF1
Ednrb,EDNRB
Lzts2,LZTS2
Pbk,PBK
Map3k3,MAP3K3
Icmt,ICMT
Eppin,EPPIN
Eppin,EPPIN-WFDC6
Arpc4,ARPC4
Cend1,CEND1
Vsx1,VSX1
Adnp,ADNP
Pom121l2,POM121L2
Tomm7,TOMM7
Tada3,TADA3
Cdadc1,CDADC1
Cplx3,CPLX3
Csn3,CSN3
Zp3,ZP3
Lrrc69,LRRC69
Gpr33,GPR33
Nkx2-6,NKX2-6
Robo4,ROBO4
Itgam,ITGAM
Wscd1,WSCD1
Setd5,SETD5
Gys2,GYS2
Rundc3b,RUNDC3B
Il17ra,IL17RA
Calm5,CALML5
Tnpo1,TNPO1
Bean1,BEAN1
Pms2,PMS2
Trim38,TRIM38
Dsn1,DSN1
Ccbe1,CCBE1
Vsig4,VSIG4
Pglyrp1,PGLYRP1
Esco2,ESCO2
Ccdc65,CCDC65
Magea1,MAGEA4
Ndufaf5,NDUFAF5
Dynlt3,DYNLT3
Clhc1,CLHC1
Robo3,ROBO3
Chd1,CHD1
Med20,MED20
Fbrs,FBRS
Atcay,ATCAY
Rttn,RTTN
Il1rapl2,IL1RAPL2
Srcap,SRCAP
Zfp128,ZNF8
Bet1l,BET1L
Edil3,EDIL3
Khdc1c,KHDC1
Khdc1c,KHDC1L
Casp4,CASP4
Casp4,CASP5
Magea2,MAGEA4
Dsc3,DSC3
Fam89b,FAM89B
Aqp3,AQP3
Pnpla7,PNPLA7
Ric1,RIC1
Gnaq,GNAQ
Zfpm1,ZFPM1
Zc2hc1b,ZC2HC1B
Gpihbp1,GPIHBP1
Zcchc18,ZCCHC18
Usp9x,USP9X
Endov,ENDOV
Prdm16,PRDM16
Rnd1,RND1
Ppp2r2d,PPP2R2D
Cilp,CILP
Sphk2,SPHK2
Dlgap2,DLGAP2
Mtcp1,MTCP1
Qtrt1,QTRT1
Sugp1,SUGP1
Ccl12,CCL8
Cyp4f37,CYP4F11
Ncf1,NCF1
Myo5b,MYO5B
Tex37,TEX37
Ooep,OOEP
Xk,XK
Ciao1,CIAO1
Ube2d1,UBE2D1
Calml3,CALML3
Zfp286,ZNF286A
Pim2,PIM2
Plppr1,PLPPR1
Xylt1,XYLT1
Naif1,NAIF1
R3hcc1l,R3HCC1L
Apoh,APOH
Heatr5a,HEATR5A
Pigw,PIGW
Tspan7,TSPAN7
Zfp729a,ZNF99
Zfp729a,ZNF91
Ceacam18,CEACAM18
Banp,BANP
Pycr1,PYCR1
Hps5,HPS5
Cd38,CD38
Wsb1,WSB1
Bnip3,BNIP3
Clstn3,CLSTN3
Akap8,AKAP8
Gjd4,GJD4
Zfp729b,ZNF99
Zfp729b,ZNF91
Khdc1a,KHDC1
Khdc1a,KHDC1L
Adamdec1,ADAMDEC1
Gnb3,GNB3
Mrps18b,MRPS18B
Hist1h3h,HIST1H3A
Art1,ART1
Rpusd3,RPUSD3
Ndufb10,NDUFB10
Ankrd54,ANKRD54
Ppp1r10,PPP1R10
Baiap2l1,BAIAP2L1
Myadml2,MYADML2
Lcn8,LCN8
Rasgrp1,RASGRP1
Cdkl5,CDKL5
Pomk,POMK
Sfxn3,SFXN3
Cnksr3,IPCEF1
Lrp4,LRP4
Cdh2,CDH2
Cab39l,CAB39L
Usp54,USP54
Helz2,HELZ2
Osbpl2,OSBPL2
Tm7sf3,TM7SF3
Thumpd3,THUMPD3
Ephx3,EPHX3
Hist1h1c,HIST1H1C
Gm15262,BEND2
Fut4,FUT4
Gpatch11,GPATCH11
Scgb2a2,SCGB2A1
Scgb2a2,SCGB2A2
Wrb,WRB
Hras,HRAS
Cd300lg,CD300LG
Hist1h4i,HIST1H4B
Serpinb12,SERPINB12
Cmc4,CMC4
Noto,NOTO
Tbc1d1,TBC1D1
Khdc3,KHDC3L
Aco1,ACO1
Bysl,BYSL
Stk32b,STK32B
Stard7,STARD7
Kcnq1,KCNQ1
Nxf2,NXF5
Pi15,PI15
Tex13a,TEX13A
Eid1,EID1
Gm42421,PMS2
Rassf7,RASSF7
Tmem17,TMEM17
Ostf1,OSTF1
H2bfm,H2BFWT
H2bfm,H2BFM
Polr2m,POLR2M
Erlec1,ERLEC1
Slc44a1,SLC44A1
Gm49373,FDX2
Catsperb,CATSPERB
Ltbp4,LTBP4
Plac8l1,PLAC8L1
Zfp473,ZNF473
Mppe1,MPPE1
Hspb1,HSPB1
Hccs,HCCS
Irf3,IRF3
Cnbd1,CNBD1
Zfp189,ZNF189
Fam83e,FAM83E
Ccnd3,CCND3
Rnps1,RNPS1
Atp5c1,ATP5F1C
Nxph2,NXPH2
Garnl3,GARNL3
Entpd6,ENTPD6
Klf3,KLF3
Arhgef18,ARHGEF18
Gm42417,ANKRD23
Pgk1,PGK1
Sssca1,SSSCA1
Tmem127,TMEM127
Ankrd42,ANKRD42
Il2ra,IL2RA
Hoxd11,HOXD11
Eef2kmt,EEF2KMT
Gpr162,GPR162
Rgs20,RGS20
Fgfbp1,FGFBP1
Slc35g3,SLC35G4
Nagpa,NAGPA
Evx1,EVX1
1700006E09Rik,CFAP97D1
Vpreb1,VPREB1
Bri3,BRI3
Nanos2,NANOS2
Wfdc2,WFDC2
Eif2ak3,EIF2AK3
Poldip2,POLDIP2
Magea3,MAGEA4
Wfdc6b,WFDC6
Ttll3,TTLL3
Ttll3,ARPC4-TTLL3
Nup153,NUP153
Cytl1,CYTL1
Gabrp,GABRP
Ltv1,LTV1
Clip3,CLIP3
Cep192,CEP192
Mrps23,MRPS23
Olr1,OLR1
Tmem259,TMEM259
Erbb4,ERBB4
Nlrp1b,NLRP1
Arhgdig,ARHGDIG
Shc4,SHC4
Atl1,ATL1
Tldc2,TLDC2
Ogg1,OGG1
4930467E23Rik,POTEB2
Cybb,CYBB
Bicd2,BICD2
Zfp41,ZFP41
Ifih1,IFIH1
Rspo3,RSPO3
Rai2,RAI2
Chrm1,CHRM1
Ell2,ELL2
Garem2,GAREM2
Erap1,ERAP1
Pelo,PELO
Khdc1b,KHDC1
Khdc1b,KHDC1L
Secisbp2l,SECISBP2L
Gpc1,GPC1
Cox7c,COX7C
Ciita,CIITA
Faxc,FAXC
Fli1,FLI1
Itga1,ITGA1
Pard6a,PARD6A
Ly6l,LY6L
Fam8a1,FAM8A1
Rpgr,RPGR
D3Ertd254e,ZNF267
Otos,OTOS
Sirt3,SIRT3
Srd5a1,SRD5A1
Chac2,CHAC2
Ano3,ANO3
Apip,APIP
Mnt,MNT
Prodh2,PRODH2
Car4,CA4
Pkd2l2,PKD2L2
Map2,MAP2
Spaca4,SPACA4
Scgb3a2,SCGB3A2
Cops9,COPS9
Nxf7,NXF5
Cpne7,CPNE7
Dpm1,DPM1
Msx1,MSX1
Mau2,MAU2
Cdca3,CDCA3
Rspo2,RSPO2
Ldhb,LDHB
Arfgef2,ARFGEF2
Stat1,STAT1
Actn1,ACTN1
Amtn,AMTN
Slc17a2,SLC17A2
Mospd2,MOSPD2
Fancb,FANCB
Nubpl,NUBPL
Gm38431,RAVER1
Pik3c3,PIK3C3
Mtfmt,MTFMT
Fap,FAP
Tnfrsf18,TNFRSF18
Tex13b,TEX13A
Nab1,NAB1
Ankrd31,ANKRD31
Magt1,MAGT1
Ankrd6,ANKRD6
Tmem237,TMEM237
Prkca,PRKCA
Pttg1,PTTG2
Vps50,VPS50
Ctsb,CTSB
Fkbp11,FKBP11
Spdye4a,SPDYE1
Atp6v1h,ATP6V1H
B3gnt2,B3GNT2
Piga,PIGA
Exosc1,EXOSC1
Itpr2,ITPR2
Bbs2,BBS2
Dip2c,DIP2C
Mmp16,MMP16
Ehf,EHF
Anxa7,ANXA7
Grik2,GRIK2
Stxbp4,STXBP4
Nsun2,NSUN2
Mrpl21,MRPL21
Ptpn1,PTPN1
Ccdc88c,CCDC88C
Prelid2,PRELID2
4430402I18Rik,SPATA6L
Serpinb3b,SERPINB4
Arf3,ARF3
Gal3st3,GAL3ST3
Gm31371,POTEB2
Pdhx,PDHX
Hist1h2ab,HIST1H2AB
Catsper1,CATSPER1
Emilin1,EMILIN1
Dcaf13,DCAF13
Supt5,SUPT5H
Atp13a2,ATP13A2
Zdhhc13,ZDHHC13
Txndc8,TXNDC8
Lman1l,LMAN1L
Fam240b,FAM240B
Eps15l1,EPS15L1
Ddx42,DDX42
Chrac1,CHRAC1
Hadhb,HADHB
Kctd16,KCTD16
Ppl,PPL
Pdzd7,PDZD7
Lif,LIF
Ccdc189,CCDC189
Oprm1,OPRM1
Plpp6,PLPP6
Setdb2,SETDB2
Cabs1,CABS1
Idnk,IDNK
Mcm4,MCM4
Sept9,SEPT9
Tnip2,TNIP2
Heatr6,HEATR6
Pdzd3,PDZD3
Gapdhs,GAPDHS
Pak1ip1,PAK1IP1
Tpte,TPTE2
Taf3,TAF3
Cavin4,CAVIN4
Naa40,NAA40
Ppp3cb,PPP3CB
Coq3,COQ3
Mb21d1,CGAS
Hepacam2,HEPACAM2
Ppp2ca,PPP2CA
Cacng5,CACNG5
Magea8,MAGEA4
Adam28,ADAM28
Msn,MSN
Hnrnpa0,HNRNPA0
Spopl,SPOPL
Ndufa10,NDUFA10
Zfp738,ZNF99
Zfp738,ZNF91
Wfdc6a,WFDC6
Mtcl1,MTCL1
Psmc6,PSMC6
Ccdc25,CCDC25
Cdh5,CDH5
Ugt3a1,UGT3A1
Fancm,FANCM
Amelx,AMELX
Gnal,GNAL
Dusp3,DUSP3
Fbxl4,FBXL4
Wdr43,WDR43
Cecr2,CECR2
Gys1,GYS1
Serpinb13,SERPINB13
Cbwd1,CBWD1
Magea4,MAGEA4
Pcsk5,PCSK5
Esx1,ESX1
Zcchc12,ZCCHC18
Limd2,LIMD2
Tgfa,TGFA
Ppp4r3a,PPP4R3A
Cnga2,CNGA2
Immt,IMMT
Pyroxd2,PYROXD2
Ppard,PPARD
Abl1,ABL1
Otud5,OTUD5
Togaram2,TOGARAM2
Nsd3,NSD3
Fdx1l,FDX2
Tox,TOX
Otc,OTC
Ahrr,AHRR
Myo19,MYO19
Rpgrip1l,RPGRIP1L
Slc1a1,SLC1A1
Wnt10b,WNT10B
Gm49368,ITGAM
Piwil4,PIWIL4
Hsbp1,HSBP1
Zufsp,ZUP1
Eif1,EIF1
Mss51,MSS51
Cyp4f16,CYP4F11
Ppp2r3d,PPP2R3B
Dapk3,DAPK3
Tmem121b,TMEM121B
Rps2,RPS2
Atp5g3,ATP5MC3
Nova2,NOVA2
Gcnt7,GCNT7
Krt25,KRT25
Polr1b,POLR1B
Irf2bp1,IRF2BP1
Uggt1,UGGT1
Eif3a,EIF3A
Atp11c,ATP11C
Plxnb1,PLXNB1
Tmem129,TMEM129
Pum2,PUM2
Notch3,NOTCH3
Lrrc56,LRRC56
Ppp2r1b,PPP2R1B
Fat3,FAT3
D630039A03Rik,C9orf152
Sspn,SSPN
Ankrd36,POTEB2
Ccdc153,CCDC153
Mat2b,MAT2B
Amfr,AMFR
Nfic,NFIC
Ftl1-ps1,FTL
Rsph4a,RSPH4A
Tnfaip1,TNFAIP1
Ric8a,RIC8A
Asap1,ASAP1
Celf5,CELF5
Ccl2,CCL2
Klhl3,KLHL3
Hap1,HAP1
Wnt1,WNT1
Brd4,BRD4
Slc26a7,SLC26A7
Ipo7,IPO7
Egflam,EGFLAM
Lcn10,LCN10
Foxr2,FOXR2
Agpat2,AGPAT2
Gmppa,GMPPA
Nsmf,NSMF
Laptm4a,LAPTM4A
Homer3,HOMER3
Spink5,SPINK5
Izumo4,IZUMO4
Rpl18,RPL18
Asb9,ASB9
Elmo3,ELMO3
Foxi3,FOXI3
Ftl1,FTL
Sdhaf2,SDHAF2
Kcnj8,KCNJ8
Cnnm4,CNNM4
Gm15319,POTEB2
Slbp,SLBP
Ago2,AGO2
Cul9,CUL9
Dtd2,DTD2
Cyp4f13,CYP4F11
Golga2,GOLGA6L6
Capn15,CAPN15
Ankrd39,ANKRD39
Csk,CSK
Myot,MYOT
Dnajc3,DNAJC3
Evx2,EVX2
Pmaip1,PMAIP1
Hdhd5,HDHD5
Soga1,SOGA1
Susd5,SUSD5
Tc2n,TC2N
Gabre,GABRE
Flrt1,FLRT1
Akap8l,AKAP8L
Eif3e,EIF3E
Gatad2a,GATAD2A
Art5,ART5
Srpx,SRPX
Nanos1,NANOS1
Pdcd6,PDCD6
Tmem265,TMEM265
Siglece,SIGLEC8
Siglece,SIGLEC12
1110051M20Rik,C11orf49
Rpl10a,RPL10A
Asb3,GPR75-ASB3
Asb3,ASB3
Plpp5,PLPP5
Amotl1,AMOTL1
E2f8,E2F8
Serpinb5,SERPINB5
Pgap2,PGAP2
H2-Oa,HLA-DOA
Pou4f1,POU4F1
Fance,FANCE
Vpreb2,VPREB1
Rab12,RAB12
Ddx49,DDX49
Rragd,RRAGD
1110059G10Rik,KIAA1143
Phkg2,PHKG2
Aimp2,AIMP2
Neurod1,NEUROD1
Rab34,RAB34
Isl1,ISL1
Insr,INSR
Eps8,EPS8
Cxcr4,CXCR4
Ankrd49,ANKRD49
Cplx4,CPLX4
A730046J19Rik,SERTM2
Dock10,DOCK10
Atg4a-ps,ATG4A
Prrg3,PRRG3
Cdc25c,CDC25C
Nudt21,NUDT21
Fam234a,FAM234A
Rasl12,RASL12
Samhd1,SAMHD1
Acd,ACD
Cpt1a,CPT1A
Sytl5,SYTL5
Magea6,MAGEA4
Dpf3,DPF3
1700080O16Rik,MAGEA4
Scnn1b,SCNN1B
Cyth1,CYTH1
Ywhaq,YWHAQ
Odam,ODAM
Hnmt,HNMT
Lnpk,LNPK
Mcm10,MCM10
Sucla2,SUCLA2
Map4k5,MAP4K5
Pate1,PATE1
Ndufv2,NDUFV2
Prdm12,PRDM12
Serpinb3c,SERPINB4
E2f4,E2F4
Dexi,DEXI
Zfp536,ZNF536
Rragb,RRAGB
Sh2d4b,SH2D4B
Rock2,ROCK2
Tshz3,TSHZ3
Vrk3,VRK3
Kif2b,KIF2B
Stard4,STARD4
Eif2ak2,EIF2AK2
Gm10112,DPPA5
Nrep,NREP
Gm10037,ZNF720
Otub1,OTUB1
Car12,CA12
Tmem211,TMEM211
Gm94,C5orf46
Adgre5,ADGRE5
Arhgap5,ARHGAP5
Gast,GAST
Mpp3,MPP3
Rhbdd1,RHBDD1
Ubqln1,UBQLN1
Cacul1,CACUL1
Rap2a,RAP2A
Tmem171,TMEM171
C1qtnf4,C1QTNF4
Acaa1a,ACAA1
Etf1,ETF1
St8sia1,ST8SIA1
Twist1,TWIST1
Ighmbp2,IGHMBP2
Wdr54,WDR54
Tmem150b,TMEM150B
Zfp318,ZNF318
Usp45,USP45
Ttf1,TTF1
Dll3,DLL3
Usp17lc,USP17L2
Usp17lc,USP17L7
Cog5,COG5
Mvd,MVD
Snapc1,SNAPC1
Tmem71,TMEM71
Sf3a2,SF3A2
Kazald1,KAZALD1
Nprl3,NPRL3
Fam135a,FAM135A
Phldb3,PHLDB3
Uhrf2,UHRF2
Fosl1,FOSL1
Usp36,USP36
Gfer,GFER
Nme3,NME3
Lypd3,LYPD3
Tex101,TEX101
Pitpnm3,PITPNM3
Gm5926,SPIN2B
Gm5926,SPIN2A
5730455P16Rik,C17orf75
Ntmt1,NTMT1
Phka2,PHKA2
Rhog,RHOG
Krtap1-4,KRTAP1-5
Krtap1-4,KRTAP1-4
Krtap1-4,KRTAP1-3
Krtap1-4,KRTAP1-1
Mob2,MOB2
Dsc1,DSC1
Mrps10,MRPS10
Tbc1d2,TBC1D2
Syt4,SYT4
Fut1,FUT1
Fhod1,FHOD1
Rnase11,RNASE11
Zfp280b,ZNF280B
Dusp15,DUSP15
Poll,POLL
Fhl1,FHL1
Spink6,SPINK6
Ufd1,UFD1
Tbx22,TBX22
Gm11564,KRTAP4-3
Zfhx4,ZFHX4
Kcnk18,KCNK18
Abcb5,ABCB5
Mrgprd,MRGPRD
F2r,F2R
Lhfpl4,LHFPL4
Gm11595,KRTAP4-3
Cog7,COG7
Igf2bp3,IGF2BP3
Sh3bp2,SH3BP2
Prpf18,PRPF18
Prkd3,PRKD3
Herc1,HERC1
Slitrk4,SLITRK4
C1ql1,C1QL1
Zfp629,ZNF629
Lrrtm2,LRRTM2
Il33,IL33
F13a1,F13A1
Gpr153,GPR153
Mrgprf,MRGPRF
Tstd3,TSTD3
Fam208b,FAM208B
Crybb2,CRYBB2
Yjefn3,YJEFN3
Eda2r,EDA2R
Trpd52l3,TPD52L3
Sel1l2,SEL1L2
Topors,TOPORS
Mocs1,MOCS1
Tmem208,TMEM208
Cdc6,CDC6
Olfr462,OR4D2
Olfr716,OR2D3
Ttr,TTR
Smim27,SMIM27
Slc22a29,SLC22A25
Slc22a29,SLC22A9
Zswim7,ZSWIM7
Krtap9-1,KRTAP9-1
Fkbp4,FKBP4
Cdh3,CDH3
Olfr463,OR4D2
Eef2kmt,FAM86B1
H2-Q7,HLA-B
H2-Q7,HLA-C
B3galt6,B3GALT6
Kif27,KIF27
Ctnna1,CTNNA1
Tmed1,TMED1
Adora2b,ADORA2B
Nolc1,NOLC1
Pxmp4,PXMP4
Med26,MED26
Tnfrsf25,TNFRSF25
Zfp248,ZNF248
H2-T3,HLA-B
H2-T3,HLA-C
Krtap4-8,KRTAP4-3
Nrip1,NRIP1
Olfr705,OR2AG2
Olfr705,OR2AG1
Pnliprp2,PNLIPRP2
Kcnd1,KCND1
Ranbp17,RANBP17
Ninl,NINL
E2f1,E2F1
Foxf2,FOXF2
Fibp,FIBP
Smco4,SMCO4
Grsf1,GRSF1
Ceacam9,CEACAM21
Kcna1,KCNA1
Cd44,CD44
Ctu2,CTU2
Igsf5,IGSF5
Gatsl3,CASTOR1
Pde10a,PDE10A
Gad1,GAD1
Gabra3,GABRA3
Mt3,MT3
Mto1,MTO1
Cmtm2a,CMTM2
Ddx50,DDX50
Gria4,GRIA4
Hspbp1,HSPBP1
Hist1h1b,HIST1H1B
Thbs1,THBS1
Qrfp,QRFP
Zfp9,ZNF25
Hdhd3,HDHD3
Ap3m2,AP3M2
Dclre1a,DCLRE1A
Sowahc,SOWAHC
Ehbp1l1,EHBP1L1
Evc2,EVC2
Smim15,SMIM15
Nckap5,NCKAP5
Stk16,STK16
Cyp19a1,CYP19A1
Acot7,ACOT7
Prr18,PRR18
Brsk2,BRSK2
Muc15,MUC15
C1qtnf5,C1QTNF5
Susd3,SUSD3
Fmn1,FMN1
Olfml2a,OLFML2A
Cacna1g,CACNA1G
Rnf26,RNF26
Il9r,IL9R
Fam76b,FAM76B
Kcnj5,KCNJ5
Rbm38,RBM38
Sdf4,SDF4
Catsperd,CATSPERD
Sik3,SIK3
Clec4f,CLEC4F
Klhl10,KLHL10
Ndufaf7,NDUFAF7
Rtel1,RTEL1
Hemgn,HEMGN
Fam126a,FAM126A
Prps2,PRPS2
Tceal6,TCEAL6
Ctf1,CTF1
Trmo,TRMO
Irx5,IRX5
Lrrc55,LRRC55
AI837181,C11orf68
Elovl7,ELOVL7
Tecr,TECR
Arhgap32,ARHGAP32
Ighv8-6,IGHV2OR16-5
Tfb1m,TFB1M
Ddx58,DDX58
Padi6,PADI6
Eno2,ENO2
Tmem215,TMEM215
Rpl23a,RPL23A
Lsm11,LSM11
Wfdc13,WFDC13
Ropn1l,ROPN1L
Ube2r2,UBE2R2
Slc9a3,SLC9A3
Heph,HEPH
Mtrr,MTRR
Mfsd12,MFSD12
Phlda2,PHLDA2
Ier5l,IER5L
Scamp2,SCAMP2
Fnbp4,FNBP4
Numbl,NUMBL
Mylk2,MYLK2
Pnp2,PNP
Krtap4-6,KRTAP4-3
Cetn1,CETN1
Nup214,NUP214
Tceal3,TCEAL6
Bcl2l11,BCL2L11
Usp22,USP22
Olfr700,OR2AG2
Olfr700,OR2AG1
Knl1,KNL1
Cacna1b,CACNA1B
Strap,STRAP
9130011E15Rik,ARMH3
Krtap16-1,KRTAP16-1
Izumo2,IZUMO2
Snai3,SNAI3
Crip3,CRIP3
Olfr993,OR5AK2
Fsd1l,FSD1L
Gmip,GMIP
Igkv9-129,IGKV1-5
Igkv9-129,IGKV1-9
Igkv9-129,IGKV1-12
Igkv9-129,IGKV1-16
Igkv9-129,IGKV1-17
Igkv9-129,IGKV1-27
Igkv9-129,IGKV1-33
Igkv9-129,IGKV1-37
Igkv9-129,IGKV1-39
Igkv9-129,IGKV1D-39
Igkv9-129,IGKV1D-37
Igkv9-129,IGKV1D-33
Igkv9-129,IGKV1D-16
Igkv9-129,IGKV1D-17
Igkv9-129,IGKV1D-13
Igkv9-129,IGKV1D-12
Igkv9-129,IGKV1D-43
Cgref1,CGREF1
Mettl26,METTL26
Lrrc29,LRRC29
Ndufa13,NDUFA13
Ppm1d,PPM1D
Slc16a9,SLC16A9
Rnf166,RNF166
